intent,utterance
negative_feedback,i think you made mistake
negative_feedback,i think you made mistake, please change this
negative_feedback,i think you made some mistake, please check it
negative_feedback,i think you messed up my command
negative_feedback,i think you messed up the command
negative_feedback,i think you messed up with my command
negative_feedback,i think you messed up with my request
negative_feedback,i think you messed up with the request
negative_feedback,i think you're incorrect
negative_feedback,i think you've done a task in wrong manner
negative_feedback,i think you've done task all wrong
negative_feedback,i think you've done task in wrong manner
negative_feedback,i think you've done task wrong
negative_feedback,i think you've done this all in wrong manner
negative_feedback,i think you've understood me wrong
negative_feedback,i think you've understood me wrongly
negative_feedback,i think your answer is not correct
negative_feedback,i think your answer is wrong
negative_feedback,i think your command is not correct
negative_feedback,i think your response was not correct
negative_feedback,i will repeat the question clearly for you to understand
negative_feedback,i will speak slowly so you can find the correct answer
negative_feedback,incorrect
negative_feedback,incorrect command
negative_feedback,it is not the correct response
negative_feedback,it is not the right command
negative_feedback,it is not what i just requested
negative_feedback,it is not what i requested
negative_feedback,it is not what i wanted
negative_feedback,it isn't what i am looking for
negative_feedback,it isn't what i am searching for
negative_feedback,it isn't what i asked
negative_feedback,it isn't what i just requested
negative_feedback,it isn't what i was searching for
negative_feedback,it must be a mistake
negative_feedback,it must be mistake
negative_feedback,it must be mistakes
negative_feedback,it must be some mistake
negative_feedback,it must be some mistakes
negative_feedback,it seems like olly's command is incorrect
negative_feedback,it seems like olly's command was not right
negative_feedback,it seems like olly's response you've understood is incorrect
negative_feedback,it seems like the answer was not correct
negative_feedback,it seems like the command is not correct
negative_feedback,it seems like your answer was not right
negative_feedback,it seems like your command is wrong
negative_feedback,it seems like your command you have gotten is not right
negative_feedback,it seems like your response is incorrect
negative_feedback,it seems like your response you have gotten was incorrect
negative_feedback,it was not correct
negative_feedback,it was not the correct response
negative_feedback,it was not the right answer
negative_feedback,it was not what i am looking for
negative_feedback,it was not what i meant
negative_feedback,it's incorrect
negative_feedback,it's not the correct command
negative_feedback,it's not the correct response
negative_feedback,it's not the right answer
negative_feedback,it's not the right command
negative_feedback,it's not the right response
negative_feedback,it's not what i am searching for
negative_feedback,it's not what i just requested
negative_feedback,it's not what i meant
negative_feedback,it's not what i was searching for
negative_feedback,listen again that answer was wrong
negative_feedback,listen carefully instructions
negative_feedback,listen carefully that is not correct
negative_feedback,no
negative_feedback,no back up
negative_feedback,no i didn't mean that
negative_feedback,no please search some more
negative_feedback,no that's not what i said
negative_feedback,no, i did not ask for it
negative_feedback,no, i did not ask for that
negative_feedback,no, i did not ask for that response
negative_feedback,no, i did not ask for this response
negative_feedback,no, i did not say it
negative_feedback,no, i didn't ask for this response
negative_feedback,no, i think it was not the correct command
negative_feedback,no, i think that's not the right response
negative_feedback,no, i think this was not the correct answer
negative_feedback,no, i think wrong response
negative_feedback,no, i think you did not get this right
negative_feedback,no, i think you did this all in wrong manner
negative_feedback,no, i think you have done a task all wrong
negative_feedback,no, i think you've done a task all in wrong manner
negative_feedback,no, incorrect
negative_feedback,no, it is not what i just requested
negative_feedback,no, it is not what i wanted
negative_feedback,no, it is not what i was looking for
negative_feedback,no, let me say it again
negative_feedback,no, not right response
negative_feedback,no, thanks
negative_feedback,no, that was not what i said
negative_feedback,no, that's not it
negative_feedback,no, that's not the correct command
negative_feedback,no, that's not what i wanted
negative_feedback,no, this is not what i am looking for
negative_feedback,no, wrong answer
negative_feedback,no, you did all wrongly
negative_feedback,no, you did not get the answer correctly
negative_feedback,no, you did not understand what i requested
negative_feedback,no, you don't get what i just requested
negative_feedback,no, you gave me incorrect information
negative_feedback,no, you gave me not correct information
negative_feedback,no, you gave me not right information
negative_feedback,no, you gave me wrong information
negative_feedback,no, you have done a task all in wrong manner
negative_feedback,no, you've done this all in wrong manner
negative_feedback,nope
negative_feedback,nope wrong
negative_feedback,nope, i did not say it
negative_feedback,nope, i did not say this
negative_feedback,nope, i didn't say it
negative_feedback,nope, i didn't say that
negative_feedback,nope, i didn't say this
negative_feedback,nope, i think that's not the right answer
negative_feedback,nope, i think you did this all in wrong manner
negative_feedback,nope, i think you had it not correct
negative_feedback,nope, i think you have done a task in wrong manner
negative_feedback,nope, i think you have made some mistake
negative_feedback,nope, i think you made mistake, please correct this
negative_feedback,nope, i think you messed up
negative_feedback,nope, i think you messed up with my request
negative_feedback,nope, i think you've done the task all wrongly
negative_feedback,nope, incorrect command
negative_feedback,nope, it's not the correct command
negative_feedback,nope, it's not what i meant
negative_feedback,nope, not correct command
negative_feedback,nope, thanks
negative_feedback,nope, that is not what i asked
negative_feedback,nope, this was not the right response
negative_feedback,nope, this was not what i wanted
negative_feedback,nope, you are incorrect
negative_feedback,nope, you did a task in wrong manner
negative_feedback,nope, you didn't understand what i just requested
negative_feedback,nope, you don't understand what i asked
negative_feedback,nope, you gave me incorrect information
negative_feedback,nope, you gave me not correct information
negative_feedback,nope, you gave me not right information
negative_feedback,nope, you gave me wrong information
negative_feedback,nope, you have done it all in wrong manner
negative_feedback,not correct
negative_feedback,not correct command
negative_feedback,not right
negative_feedback,not right command
negative_feedback,not that one
negative_feedback,not, that is not correct, please try again
negative_feedback,oh my god why did you do that
negative_feedback,oh no
negative_feedback,oh no, i did not ask for that
negative_feedback,oh no, i did not say this
negative_feedback,oh no, i didn't say it
negative_feedback,oh no, i didn't say this
negative_feedback,oh no, i think not right
negative_feedback,oh no, i think you did the task all wrong
negative_feedback,oh no, i think you didn't understand me
negative_feedback,oh no, i think you have done a task wrong
negative_feedback,oh no, incorrect
negative_feedback,oh no, it was not what i am looking for
negative_feedback,oh no, not right
negative_feedback,oh no, thanks
negative_feedback,oh no, that was not the right answer
negative_feedback,oh no, this was not what i was searching for
negative_feedback,oh no, wrong
negative_feedback,oh no, you did not get me
negative_feedback,oh no, you did not get what i was searching for
negative_feedback,oh no, you did not understand what i meant
negative_feedback,oh no, you did task all wrong
negative_feedback,oh no, you gave me incorrect information
negative_feedback,oh no, you gave me not correct information
negative_feedback,oh no, you gave me not right information
negative_feedback,oh no, you gave me wrong information
negative_feedback,oh no, you have done that wrong
negative_feedback,oh no, you've done a task in wrong manner
negative_feedback,oh no, you've done the task wrong
negative_feedback,olly i said call jack not jake
negative_feedback,olly that's not how you pronounce that
negative_feedback,olly you got a command wrong
negative_feedback,olly's command failed
negative_feedback,olly's command is incorrect
negative_feedback,olly's command is not correct
negative_feedback,olly's response was wrong
negative_feedback,oops, i think it was not the correct answer
negative_feedback,oops, i think that is not the correct response
negative_feedback,oops, i think that was not right
negative_feedback,oops, i think that was not the right command
negative_feedback,oops, i think this was not the right response
negative_feedback,oops, i think you didn't get response right
negative_feedback,oops, i think you do not understand me
negative_feedback,oops, i think you have me incorrect
negative_feedback,oops, i think you have understood me wrongly
negative_feedback,oops, it is not the correct answer
negative_feedback,oops, it was not the correct response
negative_feedback,oops, it's not correct
negative_feedback,oops, that's not the right response
negative_feedback,oops, you did not get me
negative_feedback,oops, you did not understand me
negative_feedback,oops, you don't get answer right
negative_feedback,oops, you don't get response correctly
negative_feedback,oops, you have made some mistake
negative_feedback,oops, you have messed up
negative_feedback,oops, you have understood me incorrectly
negative_feedback,oops, you're not correct
negative_feedback,oops, you're wrong
negative_feedback,please change that command
negative_feedback,please change the command
negative_feedback,please change the incorrect command
negative_feedback,please change the wrong command
negative_feedback,please check that command
negative_feedback,please check the command
negative_feedback,please check the incorrect command
negative_feedback,please check the wrong command
negative_feedback,please correct error
negative_feedback,please correct that command
negative_feedback,please correct the command
negative_feedback,please correct the incorrect command
negative_feedback,please correct the wrong command
negative_feedback,please correct your mistakes
negative_feedback,please double check the instructions to make sure you got it right
negative_feedback,please fix that command
negative_feedback,please fix the command
negative_feedback,please fix the incorrect command
negative_feedback,please fix the wrong command
negative_feedback,please make sure your command was correct because it doesn't sound right
negative_feedback,please modify that command
negative_feedback,please modify the command
negative_feedback,please modify the incorrect command
negative_feedback,please modify the wrong command
negative_feedback,please rectify that command
negative_feedback,please rectify the command
negative_feedback,please rectify the incorrect command
negative_feedback,please rectify the wrong command
negative_feedback,recheck last action
negative_feedback,refresh with my instruction
negative_feedback,seems like olly's command was incorrect
negative_feedback,seems like olly's command was wrong
negative_feedback,seems like the answer was not correct
negative_feedback,seems like the answer you got was incorrect
negative_feedback,seems like the response was not correct
negative_feedback,seems like your answer you have was wrong
negative_feedback,shit, i did not ask for this answer
negative_feedback,shit, i didn't ask for it response
negative_feedback,shit, i didn't ask for that answer
negative_feedback,shit, i didn't ask for this
negative_feedback,shit, i didn't say that
negative_feedback,shit, i think incorrect
negative_feedback,shit, i think incorrect command
negative_feedback,shit, i think not right
negative_feedback,shit, i think wrong
negative_feedback,shit, i think you did a task all wrong
negative_feedback,shit, i think you did that in wrong manner
negative_feedback,shit, i think you have done a task all in wrong manner
negative_feedback,shit, i think you've done all wrong
negative_feedback,shit, it is not what i was searching for
negative_feedback,shit, it isn't what i meant
negative_feedback,shit, it isn't what i requested
negative_feedback,shit, it isn't what i was looking for
negative_feedback,shit, it isn't what i was searching for
negative_feedback,shit, it's not what i just requested
negative_feedback,shit, it's not what i wanted
negative_feedback,shit, not correct
negative_feedback,shit, not correct response
negative_feedback,shit, not right
negative_feedback,shit, that isn't what i wanted
negative_feedback,shit, that isn't what i was looking for
negative_feedback,shit, that's not what i was looking for
negative_feedback,shit, that's not what i was searching for
negative_feedback,shit, this isn't what i am searching for
negative_feedback,shit, this was not what i am looking for
negative_feedback,shit, this was not what i was looking for
negative_feedback,shit, wrong
negative_feedback,shit, you did not understand what i said
negative_feedback,shit, you didn't understand what i am looking for
negative_feedback,shit, you don't get what i just said
negative_feedback,shit, you gave me incorrect information
negative_feedback,shit, you gave me not correct information
negative_feedback,shit, you gave me not right information
negative_feedback,shit, you gave me wrong information
negative_feedback,shit, you have done a task all in wrong manner
negative_feedback,shit, you have done all wrong
negative_feedback,shit, you have done this all in wrong manner
negative_feedback,shit, you have done this all incorrectly
negative_feedback,shit, you have done wrong
negative_feedback,shit, you made a mistake, please correct this
negative_feedback,shit, you've done a task wrong
negative_feedback,shit, you've done that wrong
negative_feedback,show me what i asked to see
negative_feedback,sorry but got me incorrect
negative_feedback,sorry but i think got that not right
negative_feedback,sorry but i think it is incorrect
negative_feedback,sorry but i think it is not right command
negative_feedback,sorry but i think it is not the right answer
negative_feedback,sorry but i think it was not the right command
negative_feedback,sorry but i think it's not correct
negative_feedback,sorry but i think it's not the correct command
negative_feedback,sorry but i think it's not the correct response
negative_feedback,sorry but i think it's not the right command
negative_feedback,sorry but i think it's not the right response
negative_feedback,sorry but i think that's incorrect command
negative_feedback,sorry but i think that's not correct
negative_feedback,sorry but i think that's not right
negative_feedback,sorry but i think that's not the correct answer
negative_feedback,sorry but i think that's not the correct command
negative_feedback,sorry but i think that's not the right answer
negative_feedback,sorry but i think this is not the right answer
negative_feedback,sorry but i think this was not the correct command
negative_feedback,sorry but i think you are not correct
negative_feedback,sorry but i think you are not right
negative_feedback,sorry but i think you did not instruction the request right
negative_feedback,sorry but i think you didn't get response correctly
negative_feedback,sorry but i think you didn't get the response right
negative_feedback,sorry but i think you don't get it correctly
negative_feedback,sorry but i think you got it wrongly
negative_feedback,sorry but i think you have me wrong
negative_feedback,sorry but i think you have messed up
negative_feedback,sorry but i think you have messed up with command
negative_feedback,sorry but i think you made mistake
negative_feedback,sorry but i think you messed up
negative_feedback,sorry but i think you're not correct
negative_feedback,sorry but i think you've got that not right
negative_feedback,sorry but i think you've gottten that wrongly
negative_feedback,sorry but i think you've understood that wrongly
negative_feedback,sorry but it is incorrect
negative_feedback,sorry but it is not correct
negative_feedback,sorry but it is not the correct command
negative_feedback,sorry but it is wrong
negative_feedback,sorry but it was not correct
negative_feedback,sorry but it was not the correct response
negative_feedback,sorry but it was not the right response
negative_feedback,sorry but it's not the right answer
negative_feedback,sorry but it's not the right command
negative_feedback,sorry but it's not the right response
negative_feedback,sorry but that is not correct answer
negative_feedback,sorry but that is not the right answer
negative_feedback,sorry but that is not the right response
negative_feedback,sorry but that was not the correct command
negative_feedback,sorry but that was not the correct response
negative_feedback,sorry but that was not the right command
negative_feedback,sorry but that's incorrect response
negative_feedback,sorry but that's not correct
negative_feedback,sorry but that's not right
negative_feedback,sorry but that's not right answer
negative_feedback,sorry but that's not the correct answer
negative_feedback,sorry but that's not the correct response
negative_feedback,sorry but that's not the right response
negative_feedback,sorry but this is not the correct answer
negative_feedback,sorry but this is not the right response
negative_feedback,sorry but this is wrong
negative_feedback,sorry but this was not the right response
negative_feedback,sorry but you did not get answer right
negative_feedback,sorry but you did not get command right
negative_feedback,sorry but you did not instruction the request right
negative_feedback,sorry but you did some mistakes
negative_feedback,sorry but you didn't get it correctly
negative_feedback,sorry but you didn't get the answer correctly
negative_feedback,sorry but you didn't understand request right
negative_feedback,sorry but you got this incorrectly
negative_feedback,sorry but you had me not correct
negative_feedback,sorry but you had me wrongly
negative_feedback,sorry but you have messed up
negative_feedback,sorry but you have messed up the command
negative_feedback,sorry but you have messed up with the request
negative_feedback,sorry but you messed up
negative_feedback,sorry but you messed up with
negative_feedback,sorry but you've got me incorrect
negative_feedback,sorry i did not mean to say that
negative_feedback,sorry let me clarify with new instructions
negative_feedback,stop that that's not what i want
negative_feedback,stop, i think it's not the correct command
negative_feedback,stop, i think it's not the correct response
negative_feedback,stop, i think that's not the correct command
negative_feedback,stop, i think that's not the correct response
negative_feedback,stop, i think you don't get me
negative_feedback,stop, i think you have messed up with my command
negative_feedback,stop, i think you messed up with
negative_feedback,stop, i think you understood me incorrectly
negative_feedback,stop, i think you've got me not correct
negative_feedback,stop, that is not the right response
negative_feedback,stop, that's not the correct answer
negative_feedback,stop, this is not right answer
negative_feedback,stop, you didn't instruction the request right
negative_feedback,stop, you have me incorrectly
negative_feedback,stop, you've understood me not right
negative_feedback,thanks but i think got me incorrectly
negative_feedback,thanks but i think got me wrongly
negative_feedback,thanks but i think it was not right answer
negative_feedback,thanks but i think it was not the correct answer
negative_feedback,thanks but i think it was not the correct command
negative_feedback,thanks but i think it was not the right answer
negative_feedback,thanks but i think it was not the right command
negative_feedback,thanks but i think it's incorrect command
negative_feedback,thanks but i think it's not the correct answer
negative_feedback,thanks but i think it's not the right command
negative_feedback,thanks but i think it's wrong
negative_feedback,thanks but i think it's wrong response
negative_feedback,thanks but i think that is not the correct response
negative_feedback,thanks but i think that was not the correct command
negative_feedback,thanks but i think that's not right response
negative_feedback,thanks but i think that's not the correct answer
negative_feedback,thanks but i think that's not the correct response
negative_feedback,thanks but i think that's not the right command
negative_feedback,thanks but i think this was not the correct command
negative_feedback,thanks but i think this was not the right answer
negative_feedback,thanks but i think you are not correct
negative_feedback,thanks but i think you are wrong
negative_feedback,thanks but i think you did not get response correctly
negative_feedback,thanks but i think you did not get the answer correctly
negative_feedback,thanks but i think you didn't get this correctly
negative_feedback,thanks but i think you didn't understand command correctly
negative_feedback,thanks but i think you do not get me
negative_feedback,thanks but i think you do not understand me
negative_feedback,thanks but i think you do not understand this right
negative_feedback,thanks but i think you don't understand this correctly
negative_feedback,thanks but i think you got me incorrectly
negative_feedback,thanks but i think you got me not correct
negative_feedback,thanks but i think you had it wrong
negative_feedback,thanks but i think you have got me incorrect
negative_feedback,thanks but i think you have gotten me incorrectly
negative_feedback,thanks but i think you have gotten me not correct
negative_feedback,thanks but i think you have me not correct
negative_feedback,thanks but i think you have me wrongly
negative_feedback,thanks but i think you have messed up
negative_feedback,thanks but i think you have messed up my request
negative_feedback,thanks but i think you have messed up with
negative_feedback,thanks but i think you have messed up with my command
negative_feedback,thanks but i think you have messed up with the command
negative_feedback,thanks but i think you made a mistake
negative_feedback,thanks but i think you made some mistakes
negative_feedback,thanks but i think you messed up my command
negative_feedback,thanks but i think you messed up with
negative_feedback,thanks but i think you understood me wrong
negative_feedback,thanks but i think you're not right
negative_feedback,thanks but it is not correct command
negative_feedback,thanks but it is not the right response
negative_feedback,thanks but it was not the right answer
negative_feedback,thanks but it's not the correct command
negative_feedback,thanks but that is not the right answer
negative_feedback,thanks but that is not the right command
negative_feedback,thanks but that is wrong
negative_feedback,thanks but that is wrong answer
negative_feedback,thanks but that was not the right response
negative_feedback,thanks but that's not the correct response
negative_feedback,thanks but that's not the right answer
negative_feedback,thanks but that's not the right command
negative_feedback,thanks but this is not right command
negative_feedback,thanks but this is not the right response
negative_feedback,thanks but you are incorrect
negative_feedback,thanks but you are wrong
negative_feedback,thanks but you did not understand it right
negative_feedback,thanks but you didn't get me
negative_feedback,thanks but you do not get answer correctly
negative_feedback,thanks but you don't get the answer correctly
negative_feedback,thanks but you don't instruction the request correctly
negative_feedback,thanks but you don't understand me
negative_feedback,thanks but you had it not right
negative_feedback,thanks but you have got it incorrect
negative_feedback,thanks but you have got me incorrectly
negative_feedback,thanks but you have understood this wrongly
negative_feedback,thanks but you're incorrect
negative_feedback,thanks but you're not right
negative_feedback,thanks but you're wrong
negative_feedback,that is not right answer
negative_feedback,that is not the right answer
negative_feedback,that is not the right location
negative_feedback,that is not what i am looking for
negative_feedback,that is not what i am searching for
negative_feedback,that is not what i meant
negative_feedback,that is not what i told you to do
negative_feedback,that isn't what i am looking for
negative_feedback,that isn't what i meant
negative_feedback,that must be a mistake
negative_feedback,that must be mistake
negative_feedback,that must be mistakes
negative_feedback,that must be some mistakes
negative_feedback,that was incorrect let's try again
negative_feedback,that was not what i asked for
negative_feedback,that was not what i meant
negative_feedback,that was not what i wanted
negative_feedback,that was not what i was looking for
negative_feedback,that was not what i was looking for try it again
negative_feedback,that wasn't correct
negative_feedback,that wasn't it
negative_feedback,that wasn't right
negative_feedback,that wasn't what i expected
negative_feedback,that wasn't what i wanted please try again
negative_feedback,that's not correct
negative_feedback,that's not the correct answer
negative_feedback,that's not the right answer
negative_feedback,that's not the right command
negative_feedback,that's not the right response
negative_feedback,that's not what i am searching for
negative_feedback,that's not what i just requested
negative_feedback,that's not what i just said
negative_feedback,that's not what i meant
negative_feedback,that's not what i meant to say
negative_feedback,that's not what i requested
negative_feedback,that's not what i said
negative_feedback,that's not what i wanted to see
negative_feedback,that's not what i was looking for
negative_feedback,that's wrong
negative_feedback,thats not it please do it again
negative_feedback,the command is not correct
negative_feedback,the command was wrong
negative_feedback,there are errors
negative_feedback,there was error
negative_feedback,this is not the correct answer
negative_feedback,this is not what i requested
negative_feedback,this isn't what i am searching for
negative_feedback,this isn't what i meant
negative_feedback,this must be mistake
negative_feedback,this must be some mistake
negative_feedback,this must be some mistakes
negative_feedback,this was not correct command
negative_feedback,this was not the correct response
negative_feedback,this was not what i am searching for
negative_feedback,this was not what i wanted
negative_feedback,try again that is not what i am looking for
negative_feedback,uh no
negative_feedback,uh no, i did not ask for it command
negative_feedback,uh no, i did not ask for that command
negative_feedback,uh no, i didn't say this
negative_feedback,uh no, i think incorrect command
negative_feedback,uh no, i think not correct response
negative_feedback,uh no, i think not right response
negative_feedback,uh no, i think you don't interpret request right
negative_feedback,uh no, i think you have done task in wrong manner
negative_feedback,uh no, i think you made mistake, please modify it
negative_feedback,uh no, i think you've done the task wrong
negative_feedback,uh no, it is incorrect answer
negative_feedback,uh no, it is not what i just requested
negative_feedback,uh no, it isn't what i am looking for
negative_feedback,uh no, it isn't what i asked
negative_feedback,uh no, it's not the right answer
negative_feedback,uh no, it's not what i am looking for
negative_feedback,uh no, thanks
negative_feedback,uh no, that is not what i am looking for
negative_feedback,uh no, that isn't what i requested
negative_feedback,uh no, that isn't what i wanted
negative_feedback,uh no, that's not the correct response
negative_feedback,uh no, you did not get what i was searching for
negative_feedback,uh no, you did not understand what i am searching for
negative_feedback,uh no, you didn't get what i was looking for
negative_feedback,uh no, you don't understand what i am searching for
negative_feedback,uh no, you gave me incorrect information
negative_feedback,uh no, you gave me not correct information
negative_feedback,uh no, you gave me not right information
negative_feedback,uh no, you gave me wrong information
negative_feedback,uh no, you've done in wrong manner
negative_feedback,uh no, you've done task in wrong manner
negative_feedback,uhh no
negative_feedback,uhh no, i did not say it
negative_feedback,uhh no, i did not say that
negative_feedback,uhh no, i did not say this
negative_feedback,uhh no, i think got me not right
negative_feedback,uhh no, i think incorrect answer
negative_feedback,uhh no, i think it was incorrect response
negative_feedback,uhh no, i think not right response
negative_feedback,uhh no, i think that is not correct
negative_feedback,uhh no, i think that's wrong response
negative_feedback,uhh no, i think you have done a task incorrectly
negative_feedback,uhh no, i think you have done task all incorrectly
negative_feedback,uhh no, i think you've done this incorrectly
negative_feedback,uhh no, incorrect command
negative_feedback,uhh no, it was not what i was looking for
negative_feedback,uhh no, thanks
negative_feedback,uhh no, that isn't what i am looking for
negative_feedback,uhh no, that isn't what i just said
negative_feedback,uhh no, that isn't what i was looking for
negative_feedback,uhh no, that's not what i am searching for
negative_feedback,uhh no, that's not what i asked for
negative_feedback,uhh no, that's not what i was searching for
negative_feedback,uhh no, wrong
negative_feedback,uhh no, you didn't interpret the request right
negative_feedback,uhh no, you didn't understand what i meant
negative_feedback,uhh no, you didn't understand what i was searching for
negative_feedback,uhh no, you do not understand what i am looking for
negative_feedback,uhh no, you gave me incorrect information
negative_feedback,uhh no, you gave me not correct information
negative_feedback,uhh no, you gave me not right information
negative_feedback,uhh no, you gave me wrong information
negative_feedback,uhh no, you have done task all in wrong manner
negative_feedback,uhh no, you have done task all wrong
negative_feedback,uhh no, you've done task all in wrong manner
negative_feedback,uhh no, you've done that all wrong
negative_feedback,wait, i think it's not the correct answer
negative_feedback,wait, i think it's not the correct response
negative_feedback,wait, i think that was not the correct response
negative_feedback,wait, i think that's not the correct command
negative_feedback,wait, i think that's not the right answer
negative_feedback,wait, i think this was not the correct answer
negative_feedback,wait, i think you have got it incorrect
negative_feedback,wait, i think you have messed up with
negative_feedback,wait, i think you messed up my command
negative_feedback,wait, i think you're incorrect
negative_feedback,wait, it is not the right command
negative_feedback,wait, it's not the correct command
negative_feedback,wait, this is not the correct answer
negative_feedback,wait, this is not the right command
negative_feedback,wait, you did not interpret command right
negative_feedback,wait, you do not understand me
negative_feedback,wait, you've understood me not right
negative_feedback,what the fuck please do this
negative_feedback,what you are telling is no more applicable
negative_feedback,wrong
negative_feedback,wrong i will repeat the command now
negative_feedback,you are leading me into wrong
negative_feedback,you are not correct
negative_feedback,you are using old piece of information
negative_feedback,you did a mistake, please check that
negative_feedback,you did all wrongly
negative_feedback,you did it all in wrong manner
negative_feedback,you did it all wrongly
negative_feedback,you did it wrong
negative_feedback,you did not find the right address
negative_feedback,you did not give the correct information that i asked for
negative_feedback,you did something wrong
negative_feedback,you did the task all wrongly
negative_feedback,you did the task wrong
negative_feedback,you did this all in wrong manner
negative_feedback,you didn't do what i said
negative_feedback,you didn't get it correctly
negative_feedback,you didn't get what i just said
negative_feedback,you didn't interpret the request right
negative_feedback,you didn't say my name right
negative_feedback,you didn't understand what i am looking for
negative_feedback,you didn't understand what i just said
negative_feedback,you didn't understand what i wanted
negative_feedback,you didn't understand what i was looking for
negative_feedback,you do not get this right
negative_feedback,you do not get what i asked
negative_feedback,you do not get what i wanted
negative_feedback,you do not understand what i just said
negative_feedback,you don't get me
negative_feedback,you don't understand it right
negative_feedback,you don't understand what i asked for
negative_feedback,you don't understand what i was searching for
negative_feedback,you dont get right things
negative_feedback,you executed the command incorrectly
negative_feedback,you gave me incorrect information
negative_feedback,you gave me not correct information
negative_feedback,you gave me not right information
negative_feedback,you gave me wrong information
negative_feedback,you got me incorrect
negative_feedback,you had me incorrectly
negative_feedback,you have done a wrong thing
negative_feedback,you have done it all wrongly
negative_feedback,you have done task all wrong
negative_feedback,you have done the task wrong
negative_feedback,you have gotten this incorrectly
negative_feedback,you have made some mistake
negative_feedback,you have messed up
negative_feedback,you have that incorrectly
negative_feedback,you made a wrong answer
negative_feedback,you messed up with
negative_feedback,you said that wrong
negative_feedback,you should not have done that
negative_feedback,you showed me the wrong results
negative_feedback,you told me the incorrect date please correct this
negative_feedback,you understood it wrongly
negative_feedback,you understood me incorrect
negative_feedback,you're not correct
negative_feedback,you've done a task all in wrong manner
negative_feedback,you've done a task wrong
negative_feedback,you've done task all wrong
negative_feedback,you've done the task incorrectly
negative_feedback,you've got me incorrectly
negative_feedback,you've gottten that incorrectly
negative_feedback,you've understood it incorrectly
negative_feedback,your answer is incorrect
negative_feedback,your answer was incorrect
negative_feedback,your answer was not what i was looking for
negative_feedback,your command was incorrect
negative_feedback,your response is incorrect
neutral_feedback,any one
neutral_feedback,any one is fine for me
neutral_feedback,any one is fine with me
neutral_feedback,any one is good
neutral_feedback,any one is good for me
neutral_feedback,any one is good to me
neutral_feedback,any one is good with me
neutral_feedback,any one is ok to me
neutral_feedback,any one is okay
neutral_feedback,any one is okay to me
neutral_feedback,any one will be fine
neutral_feedback,any one will be fine with me
neutral_feedback,any one will be good to me
neutral_feedback,any one will be good with me
neutral_feedback,any one will be ok for me
neutral_feedback,any one will be ok with me
neutral_feedback,any one will be okay
neutral_feedback,any one will be okay to me
neutral_feedback,any one will be okay with me
neutral_feedback,any one would be fine
neutral_feedback,any one would be fine for me
neutral_feedback,any one would be fine to me
neutral_feedback,any one would be fine with me
neutral_feedback,any one would be good for me
neutral_feedback,any one would be good to me
neutral_feedback,any one would be ok with me
neutral_feedback,any one would be okay
neutral_feedback,any one would be okay with me
neutral_feedback,anything
neutral_feedback,anything is fine
neutral_feedback,anything is fine to me
neutral_feedback,anything is good to me
neutral_feedback,anything is good with me
neutral_feedback,anything is ok for me
neutral_feedback,anything is ok to me
neutral_feedback,anything is ok with me
neutral_feedback,anything is okay for me
neutral_feedback,anything is okay to me
neutral_feedback,anything is okay with me
neutral_feedback,anything will be fine with me
neutral_feedback,anything will be good with me
neutral_feedback,anything will be ok with me
neutral_feedback,anything will be okay for me
neutral_feedback,anything will be okay with me
neutral_feedback,anything would be fine with me
neutral_feedback,anything would be good
neutral_feedback,anything would be good with me
neutral_feedback,anything would be ok with me
neutral_feedback,anything would be okay for me
neutral_feedback,anything would be okay with me
neutral_feedback,do not bother
neutral_feedback,do not care
neutral_feedback,do not mind
neutral_feedback,do not mind for any one
neutral_feedback,do not mind to choose any one
neutral_feedback,do not mind to select any one
neutral_feedback,do not really bother
neutral_feedback,do not really care
neutral_feedback,do not really know
neutral_feedback,do not really mind
neutral_feedback,do not really mind for any one
neutral_feedback,do not really mind for whatever
neutral_feedback,do not really mind to choose any one
neutral_feedback,do not really mind to select any one
neutral_feedback,does not matter
neutral_feedback,does not matter for me
neutral_feedback,does not matter to me
neutral_feedback,does not matter with me
neutral_feedback,does not really matter
neutral_feedback,does not really matter for me
neutral_feedback,does not really matter to me
neutral_feedback,does not really matter with me
neutral_feedback,doesn't matter
neutral_feedback,doesn't matter for me
neutral_feedback,doesn't matter to me
neutral_feedback,doesn't matter with me
neutral_feedback,doesn't really matter
neutral_feedback,doesn't really matter for me
neutral_feedback,doesn't really matter to me
neutral_feedback,doesn't really matter with me
neutral_feedback,don't bother
neutral_feedback,don't care
neutral_feedback,don't mind
neutral_feedback,don't mind for any one
neutral_feedback,don't mind for whatever
neutral_feedback,don't mind to choose any one
neutral_feedback,don't mind to select any one
neutral_feedback,don't really bother
neutral_feedback,don't really care
neutral_feedback,don't really know
neutral_feedback,don't really mind
neutral_feedback,don't really mind for any one
neutral_feedback,don't really mind for whatever
neutral_feedback,don't really mind to choose any one
neutral_feedback,have no idea
neutral_feedback,have no idea about what to choose
neutral_feedback,have no idea about what to do
neutral_feedback,have no idea about what to select
neutral_feedback,have no idea about which to choose
neutral_feedback,have no idea for what to choose
neutral_feedback,have no idea for what to do
neutral_feedback,have no idea for which to choose
neutral_feedback,have no idea for which to select
neutral_feedback,have no idea regarding to what to do
neutral_feedback,have no idea regarding to what to select
neutral_feedback,have no idea regarding to which to choose
neutral_feedback,have no idea regarding to which to select
neutral_feedback,i do not bother
neutral_feedback,i do not care
